revenue_id,revenue_month,customer_id,product_id,revenue_type,opening_mrr_inr,movement_mrr_inr,closing_mrr_inr,recognized_revenue_inr,arr_run_rate_inr
R002536,2023-11-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002537,2023-12-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002538,2024-01-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002539,2024-02-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002540,2024-03-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002541,2024-04-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002542,2024-05-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002543,2024-06-01,C0076,P002,Recurring,250000,0,250000,250000,3000000
R002544,2024-07-01,C0076,P002,Expansion,250000,35000,285000,285000,3420000
R002545,2024-08-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002546,2024-09-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002547,2024-10-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002548,2024-11-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002549,2024-12-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002550,2025-01-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002551,2025-02-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002552,2025-03-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002553,2025-04-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002554,2025-05-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002555,2025-06-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002556,2025-07-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002557,2025-08-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002558,2025-09-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002559,2025-10-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002560,2025-11-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002561,2025-12-01,C0076,P002,Recurring,285000,0,285000,285000,3420000
R002562,2023-01-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002563,2023-02-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002564,2023-03-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002565,2023-04-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002566,2023-05-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002567,2023-06-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002568,2023-07-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002569,2023-08-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002570,2023-09-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002571,2023-10-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002572,2023-11-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002573,2023-12-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002574,2024-01-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002575,2024-02-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002576,2024-03-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002577,2024-04-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002578,2024-05-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002579,2024-06-01,C0077,P001,Recurring,100000,0,100000,100000,1200000
R002580,2023-01-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002581,2023-02-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002582,2023-03-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002583,2023-04-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002584,2023-05-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002585,2023-06-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002586,2023-07-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002587,2023-08-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002588,2023-09-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002589,2023-10-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002590,2023-11-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002591,2023-12-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002592,2024-01-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002593,2024-02-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002594,2024-03-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002595,2024-04-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002596,2024-05-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002597,2024-06-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002598,2024-07-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002599,2024-08-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002600,2024-09-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002601,2024-10-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002602,2024-11-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002603,2024-12-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002604,2025-01-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002605,2025-02-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002606,2025-03-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002607,2025-04-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002608,2025-05-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002609,2025-06-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002610,2025-07-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002611,2025-08-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002612,2025-09-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002613,2025-10-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002614,2025-11-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002615,2025-12-01,C0078,P002,Recurring,380000,0,380000,380000,4560000
R002616,2023-01-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002617,2023-02-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002618,2023-03-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002619,2023-04-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002620,2023-05-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002621,2023-06-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002622,2023-07-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002623,2023-08-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002624,2023-09-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002625,2023-10-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002626,2023-11-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002627,2023-12-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002628,2024-01-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002629,2024-02-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002630,2024-03-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002631,2024-04-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002632,2024-05-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002633,2024-06-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002634,2024-07-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002635,2024-08-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002636,2024-09-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002637,2024-10-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002638,2024-11-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002639,2024-12-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002640,2025-01-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002641,2025-02-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002642,2025-03-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002643,2025-04-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002644,2025-05-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002645,2025-06-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002646,2025-07-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002647,2025-08-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002648,2025-09-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002649,2025-10-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002650,2025-11-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002651,2025-12-01,C0079,P001,Recurring,90000,0,90000,90000,1080000
R002652,2023-01-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002653,2023-02-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002654,2023-03-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002655,2023-04-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002656,2023-05-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002657,2023-06-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002658,2023-07-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002659,2023-08-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002660,2023-09-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002661,2023-10-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002662,2023-11-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002663,2023-12-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002664,2024-01-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002665,2024-02-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002666,2024-03-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002667,2024-04-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002668,2024-05-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002669,2024-06-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002670,2024-07-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002671,2024-08-01,C0080,P001,Recurring,170000,0,170000,170000,2040000
R002672,2024-09-01,C0080,P001,Expansion,170000,25000,195000,195000,2340000
R002673,2024-10-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002674,2024-11-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002675,2024-12-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002676,2025-01-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002677,2025-02-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002678,2025-03-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002679,2025-04-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002680,2025-05-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002681,2025-06-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002682,2025-07-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002683,2025-08-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002684,2025-09-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002685,2025-10-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002686,2025-11-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002687,2025-12-01,C0080,P001,Recurring,195000,0,195000,195000,2340000
R002688,2023-01-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002689,2023-02-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002690,2023-03-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002691,2023-04-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002692,2023-05-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002693,2023-06-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002694,2023-07-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002695,2023-08-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002696,2023-09-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002697,2023-10-01,C0081,P001,Recurring,110000,0,110000,110000,1320000
R002698,2023-11-01,C0081,P002,Upgrade,110000,140000,250000,250000,3000000
R002699,2023-12-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002700,2024-01-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002701,2024-02-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002702,2024-03-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002703,2024-04-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002704,2024-05-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002705,2024-06-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002706,2024-07-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002707,2024-08-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002708,2024-09-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002709,2024-10-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002710,2024-11-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002711,2024-12-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002712,2025-01-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002713,2025-02-01,C0081,P002,Recurring,250000,0,250000,250000,3000000
R002714,2023-01-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002715,2023-02-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002716,2023-03-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002717,2023-04-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002718,2023-05-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002719,2023-06-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002720,2023-07-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002721,2023-08-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002722,2023-09-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002723,2023-10-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002724,2023-11-01,C0082,P001,Recurring,170000,0,170000,170000,2040000
R002725,2023-12-01,C0082,P001,Expansion,170000,25000,195000,195000,2340000
R002726,2024-01-01,C0082,P001,Recurring,195000,0,195000,195000,2340000
R002727,2024-02-01,C0082,P001,Recurring,195000,0,195000,195000,2340000
R002728,2024-03-01,C0082,P001,Recurring,195000,0,195000,195000,2340000
R002729,2023-01-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002730,2023-02-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002731,2023-03-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002732,2023-04-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002733,2023-05-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002734,2023-06-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002735,2023-07-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002736,2023-08-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002737,2023-09-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002738,2023-10-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002739,2023-11-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002740,2023-12-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002741,2024-01-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002742,2024-02-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002743,2024-03-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002744,2024-04-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002745,2024-05-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002746,2024-06-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002747,2024-07-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002748,2024-08-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002749,2024-09-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002750,2024-10-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002751,2024-11-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002752,2024-12-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002753,2025-01-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002754,2025-02-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002755,2025-03-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002756,2025-04-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002757,2025-05-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002758,2025-06-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002759,2025-07-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002760,2025-08-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002761,2025-09-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002762,2025-10-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002763,2025-11-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002764,2025-12-01,C0083,P002,Recurring,450000,0,450000,450000,5400000
R002765,2023-01-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002766,2023-02-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002767,2023-03-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002768,2023-04-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002769,2023-05-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002770,2023-06-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002771,2023-07-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002772,2023-08-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002773,2023-09-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002774,2023-10-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002775,2023-11-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002776,2023-12-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002777,2024-01-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002778,2024-02-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002779,2024-03-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002780,2024-04-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002781,2024-05-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002782,2024-06-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002783,2024-07-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002784,2024-08-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002785,2024-09-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002786,2024-10-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002787,2024-11-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002788,2024-12-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002789,2025-01-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002790,2025-02-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002791,2025-03-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002792,2025-04-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002793,2025-05-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002794,2025-06-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002795,2025-07-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002796,2025-08-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002797,2025-09-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002798,2025-10-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002799,2025-11-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002800,2025-12-01,C0084,P001,Recurring,160000,0,160000,160000,1920000
R002801,2023-01-01,C0085,P001,Recurring,150000,0,150000,150000,1800000
R002802,2023-02-01,C0085,P001,Recurring,150000,0,150000,150000,1800000
R002803,2023-03-01,C0085,P001,Recurring,150000,0,150000,150000,1800000
R002804,2023-04-01,C0085,P001,Recurring,150000,0,150000,150000,1800000
R002805,2023-05-01,C0085,P001,Recurring,150000,0,150000,150000,1800000
R002806,2023-06-01,C0085,P001,Recurring,150000,0,150000,150000,1800000
R002807,2023-07-01,C0085,P001,Recurring,150000,0,150000,150000,1800000
R002808,2023-08-01,C0085,P001,Expansion,150000,15000,165000,165000,1980000
R002809,2023-09-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002810,2023-10-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002811,2023-11-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002812,2023-12-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002813,2024-01-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002814,2024-02-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002815,2024-03-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002816,2024-04-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002817,2024-05-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002818,2024-06-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002819,2024-07-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002820,2024-08-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002821,2024-09-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002822,2024-10-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002823,2024-11-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002824,2024-12-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002825,2025-01-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002826,2025-02-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002827,2025-03-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002828,2025-04-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002829,2025-05-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002830,2025-06-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002831,2025-07-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002832,2025-08-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002833,2025-09-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002834,2025-10-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002835,2025-11-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002836,2025-12-01,C0085,P001,Recurring,165000,0,165000,165000,1980000
R002837,2023-01-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002838,2023-02-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002839,2023-03-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002840,2023-04-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002841,2023-05-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002842,2023-06-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002843,2023-07-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002844,2023-08-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002845,2023-09-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002846,2023-10-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002847,2023-11-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002848,2023-12-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002849,2024-01-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002850,2024-02-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002851,2024-03-01,C0086,P001,Recurring,150000,0,150000,150000,1800000
R002852,2024-04-01,C0086,P001,Expansion,150000,25000,175000,175000,2100000
R002853,2024-05-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002854,2024-06-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002855,2024-07-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002856,2024-08-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002857,2024-09-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002858,2024-10-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002859,2024-11-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002860,2024-12-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002861,2025-01-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002862,2025-02-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002863,2025-03-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002864,2025-04-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002865,2025-05-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002866,2025-06-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002867,2025-07-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002868,2025-08-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002869,2025-09-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002870,2025-10-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002871,2025-11-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002872,2025-12-01,C0086,P001,Recurring,175000,0,175000,175000,2100000
R002873,2023-01-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002874,2023-02-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002875,2023-03-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002876,2023-04-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002877,2023-05-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002878,2023-06-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002879,2023-07-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002880,2023-08-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002881,2023-09-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002882,2023-10-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002883,2023-11-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002884,2023-12-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002885,2024-01-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002886,2024-02-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002887,2024-03-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002888,2024-04-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002889,2024-05-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002890,2024-06-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002891,2024-07-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002892,2024-08-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002893,2024-09-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002894,2024-10-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002895,2024-11-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002896,2024-12-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002897,2025-01-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002898,2025-02-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002899,2025-03-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002900,2025-04-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
R002901,2025-05-01,C0087,P002,Recurring,300000,0,300000,300000,3600000
